hx,hz,chi,D,ξv,ξh,ξ_vumps
0.375,0.2,24,4,6.098928915000198,6.098928918298449,6.099092974527277
0.37,0.0,16,4,0.6456525011297679,0.6456525011298998,0.645652501132469
0.37,0.0,24,4,2.298452675132336,2.2984526751512226,2.2984526729849835
0.37,0.0,36,4,2.736569105194334,2.7365691051847554,2.7365691052681123
0.37,0.1,16,4,0.5782351027215008,0.5782351027214351,0.5782351027214248
0.37,0.25,48,4,4.343544517930273,4.343544516864705,4.343544530022204
0.37,0.2,48,4,4.070053595892958,4.070053596861978,4.066233014383937
0.37,0.31,48,4,1.2133297050440155,1.2133297050359007,1.2133297049103127
0.37,0.325,48,4,1.4130466768228156,1.4130466768396295,1.4130466748853667
0.37,0.335,48,4,3.915211563216599,3.9152115629041635,3.9152115647399683
0.37,0.33,16,4,2.977999052618788,2.977999053111546,2.977999047056278
0.37,0.33,48,4,1.5125029429316306,1.512502942922596,1.5125025160521706
0.37,0.34,48,4,3.8937953615289658,3.893795360904984,3.8937953613909495
0.37,0.35,48,4,2.1571732729838926,2.157173272991247,2.157173249064396
0.37,0.36,48,4,1.8546113527127803,1.8546113527040509,1.8546097845182874
0.37,0.37,16,4,0.6529226206727018,0.6529226206727274,0.6529226206724472
0.37,0.37,24,4,0.8580257137748103,0.858025713778346,0.8580257138537037
0.37,0.39,48,4,0.7116937866482841,0.7116937866424774,0.7116937917195253
0.37,0.3,48,4,0.702378505437456,0.7023785054377027,0.7023785046752897
0.37,0.6,48,4,6.004799503160656e14,6.92861481133922e14,0.37474606888619794
0.37,0.7,48,4,1.501199875790165e15,1.501199875790165e15,0.2637331549375098
0.37,0.8,48,4,5.629499534213115e14,6.433713753386418e14,0.26998456750492755
0.37,0.8,48,6,0.3223090297826337,0.3223090297828702,0.3223090297886068
0.37,0.9,48,4,1.501199875790165e15,1.1258999068426235e15,0.2489336131063306
0.37,1.0,48,4,1.501199875790165e15,1.501199875790165e15,0.2795217007828289
0.385,0.2,16,4,0.652847715494843,0.6528477154948554,0.6528477154959706
0.385,0.2,24,4,0.679367786365882,0.6793677863729686,0.6793677843512131
0.38,0.0,16,4,1.147222861130085,2.5008970969506548,1.1472228602711132
0.38,0.0,24,4,2.4481467443124796,2.4481467443036293,2.448146741943715
0.38,0.0,36,4,2.47525303999467,2.4752530399870984,2.4752530393416734
0.38,0.1,16,4,0.6319674494709858,0.6319674494709521,0.631967449471846
0.38,0.1,48,4,2.2951061185019745,2.295106118505827,2.295106118468333
0.38,0.2,48,4,0.6593360147163363,0.6593360149284876,0.6593360142139472
0.38,0.31,48,4,3.687751971473541,3.687751970972232,3.6877519703258383
0.38,0.32,16,4,1.3039171784544048,1.3039171784531718,1.3039171784918575
0.38,0.32,24,4,4.029907120541675,4.029907119861676,4.029907140203338
0.38,0.335,48,4,5.905959242276478,5.90592704710033,5.905959099812358
0.38,0.34,48,4,1.6065368274104372,1.6065368274109455,1.6065368274292293
0.38,0.35,48,4,3.596119636648912,3.596119635984229,3.5961196365475385
0.38,0.37,48,4,86.15215071508413,49.87162804386428,38.19087287118336
0.38,0.38,16,4,5.078639020222832,5.078639022087207,5.07863895049896
0.38,0.38,24,4,3.109725157307997,3.1097251575677185,3.1097251566722037
0.38,0.38,48,4,2.0820682509401247,2.0820682509293476,2.0820682516160467
0.38,0.39,48,4,3.5852408457628475,3.5852408457113,3.579751150044763
0.38,0.3,48,4,0.5576461914467534,0.5576461914470738,0.5576461914821946
0.38,0.4,48,4,0.6807242324900857,0.6807242325002287,0.6807242751196451
0.38,0.5,48,4,0.42879773324470405,0.42879773311613256,0.428798312460271
0.38,0.6,48,4,7.505999378950821e14,2.2517998136852475e15,0.35923253636610375
0.38,0.8,48,4,1.2186829432869106,1.2186829432863469,1.2186829412882365
0.38,0.9,48,4,1.8764998447377016e14,3.752999689475408e14,0.24868903176616589
0.38,1.0,48,4,4.503599627370496e15,3.752999689475408e14,0.27185802945106197
0.395,0.2,16,4,0.5122640995421234,0.5122640995421284,0.5122640995417789
0.395,0.2,24,4,1.7308687844762047,1.7308687844713722,1.7308687845760489
0.39,0.0,16,4,1.8537357080474601,1.8537357080541454,1.8537357079665728
0.39,0.0,24,4,2.07802037139818,2.078020371403083,2.0780203713998064
0.39,0.0,36,4,2.1928640026088297,2.192864002605822,2.1928640026093964
0.39,0.1,16,4,0.7028835646321043,0.7028835646321518,0.7028937081376416
0.39,0.25,48,4,9.007199254740988e14,1.4527740733453162e14,7.382950208804042e13
0.39,0.2,48,4,1.0037291965416388,1.003729196540825,1.0037291964583472
0.39,0.31,16,4,2.0865455360922516,2.08654553622049,2.0865455341794106
0.39,0.31,24,4,0.5214861530620649,0.5214861530621013,0.5214861530664845
0.39,0.31,48,4,1.6030871556694364,1.6030871556633883,1.6030871587516493
0.39,0.325,48,4,1.3722847926715662,1.3722847926837205,1.3722847949467425
0.39,0.32,48,4,5.525133238762404,5.5240560000553565,5.524055922196109
0.39,0.33,48,4,0.7261025781491494,0.7261025781491133,0.7261025781595456
0.39,0.35,48,4,143339.30735657722,139704.2001499488,0.5468205088424781
0.39,0.36,48,4,3.8408113709147993,3.8408113712752048,3.8408113599568794
0.39,0.38,48,4,44.40571605712869,14.62896737320746,73.50329231330188
0.39,0.39,16,4,4.648332882647521,4.648332884119472,4.648332834264717
0.39,0.39,24,4,2.040477665847245,2.0404776658606183,2.04047766573132
0.39,0.3,48,4,1.0887163722296782,1.0887163722378337,1.0887163723665108
0.3,0.1,16,4,0.405214093217794,0.40521409321779006,0.40521409209101295
0.3,0.1,16,6,0.7080676638156569,0.7080676638156591,0.7080676638157607
0.3,0.1,36,4,3.696322740778401e11,2.770934367416704e11,0.389297522075879
0.3,0.2,36,4,0.6387600778912621,0.6387600779068234,0.6387600780892579
0.3,0.32,36,4,1.4327767829446862,1.4327767829417537,1.4327769236066703
0.3,0.33,36,4,1.6337313246780716,1.6337313246741214,1.633731320595209
0.3,0.34,36,4,1.9577714764000342,1.9577714764023855,1.957771384743015
0.3,0.5,36,4,0.419420134019138,0.41942013571918507,0.4194175284298281
0.41,0.0,16,4,0.5950861588789036,0.5950861588789131,0.5950861588814047
0.41,0.0,24,4,0.950601834610272,0.9506018346101821,0.9506018346116073
0.41,0.0,36,4,1.7171750892820072,1.717175089282619,1.7171750892565558
0.41,0.1,16,4,1.0486414970665046,1.0486414970680698,1.0486414967754734
0.41,0.29,16,4,2.1109718351991242,1.3726690012750895,2.1109718353926783
0.41,0.29,24,4,0.48586968055056035,0.4858696805505546,0.4858696805541214
0.41,0.41,16,4,3.9759444601385647,3.97594445651052,3.9759445564200178
0.42,0.0,16,4,1.318368690005947,1.318368690007435,1.318368689991222
0.42,0.0,24,4,1.5300811297132642,1.5300811297138952,1.5300811297321883
0.42,0.0,36,4,1.5139508084576467,1.5139508084579025,1.5139508021143142
0.42,0.28,16,4,1.2639751221586968,1.263975122157215,1.2639751221625
0.42,0.28,24,4,0.4711157922569998,0.47111579225703043,0.4711157922563916
0.42,0.42,16,4,0.6298672169029194,0.6298672169029159,0.6298672218488646
0.42,0.42,24,4,2.5200420798413274,2.5200420806348656,2.5200420796681553
0.43,0.0,16,4,0.6032037850370376,0.6032037850371442,0.6032037850853447
0.43,0.0,24,4,1.4099711439700617,1.4099711439703277,1.4099711564979844
0.43,0.0,36,4,1.4577114832072993e12,1.086513782236499e13,1.2425573154751943
0.43,0.27,16,4,1.207906425912829,1.2079064259145729,1.2079064259605148
0.43,0.27,24,4,0.5516229340705853,0.5516229340705971,0.5516229340506511
0.43,0.43,16,4,1.1851577966764412e14,5.003999585967213e14,2.814749767106555e14
0.43,0.43,24,4,4.611132652067722,4.611132652577208,4.611135082002414
0.44,0.0,24,4,1.1914448039348322,1.1914448039346943,1.1914448039363161
0.44,0.0,36,4,1.4066579539287019,1.4066579539294486,1.4066579544633435
0.44,0.26,16,4,1.222396786511369,1.2223967865133696,1.2223967864909369
0.44,0.26,24,4,1.2906132721199866,1.2906132721183265,1.2906132720878112
0.44,0.44,16,4,0.6205816863582418,0.6205816863582467,0.6205816863603597
0.44,0.44,24,4,4.362159869203866,4.362159868727614,4.362160630023645
0.45,0.0,16,4,1.1248641336758853,1.2609643971677431,1.2609643971693618
0.45,0.0,24,4,0.9876501818305907,0.9876501818304354,0.987650181456575
0.45,0.0,36,4,0.9766748443738401,0.9766748443738006,0.9766748443891028
0.45,0.45,16,4,1.9844862728492092,1.9844862728510992,1.984486272880187
0.45,0.45,24,4,0.9794734112415249,0.9794734112419454,0.9794734095880427
0.4,0.1,16,4,0.8057369700799288,0.8057369700801027,0.8057369700655638
0.51,0.59,16,4,0.9371767136113444,0.9371767136128638,0.9371767135865203
0.51,0.59,24,4,0.6911428012555505,0.6911428012556253,0.6911428012543618
0.52,0.58,16,4,0.8996073530337179,0.8996073530326948,0.8996073530492256
0.52,0.58,24,4,0.9223903124757536,0.9223903124757176,0.9223903124766779
0.53,0.57,16,4,1.412722750322439,1.412722750332072,1.412722750299065
0.53,0.57,24,4,1.2961527955280812,1.2961527955235108,1.296152795627592
0.54,0.56,16,4,5.534578217138421,5.534482263977709,5.717785496391976
0.54,0.56,24,4,0.8908793584603659,0.8908793584595798,0.890879358463947
0.55,0.55,16,4,5.850306505273935,5.850306501118342,6.489849452810501
0.55,0.55,24,4,1.6171532812098852,1.617153281216483,1.6171532811456468
0.56,0.54,16,4,0.9935547841980459,0.9935547842153382,0.993548080711961
0.56,0.54,24,4,1.1569057897496977,1.1569057897490853,1.1569057897597086
0.57,0.53,16,4,0.7752777380778306,0.7752777380779639,0.7752777380178077
0.57,0.53,24,4,0.8482895470680285,0.848289547068047,0.8482895470663383
0.58,0.52,16,4,1.23386291160835e14,1.8123137333482383e13,0.7745987873918077
0.58,0.52,24,4,0.8099618133578234,0.8099618133578412,0.809961813358556
0.5,0.2,36,4,1.368675355316096,1.3686753553122584,1.368675355340166
0.5,0.32,36,4,2.198633578336201,2.1986335783681237,2.198633577259043
0.5,0.34,36,4,2.2423144863924516,2.2423144864675297,2.242314480357473
0.5,0.3,36,4,1.829899956536473,1.8298999565280758,1.8298999566628913
0.5,0.5,36,4,1.746152179846853,1.7461521798140474,1.7461521802570343
0.5,1.0,36,4,0.2800441077429036,0.2800441057550754,0.2800408085313291
1.0,0.1,36,4,0.7183067266827053,0.7183067266873637,0.7183066935235625
1.0,0.2,36,4,0.7866216660105997,0.7866216660106125,0.7866216649785044
1.0,0.32,36,4,0.863832201590488,0.8638322015916426,0.863832201039622
1.0,0.33,36,4,0.8653280378751215,0.8653280378751282,0.8653280378450457
1.0,0.34,36,4,0.8645363156629347,0.8645363156628407,0.8645363158227418
1.0,0.3,36,4,0.8726162365031791,0.87261623648693,0.8726162375604268
1.0,0.5,36,4,0.9122733869112264,0.9122733869132162,0.9122733869126284
1.0,1.0,36,4,0.6653107183265529,0.6653107183265721,0.665310718329168
